trade_id,person,doc_id,txn_num,asset_name,action,transaction_date,disclosure_date,amount_min,amount_max,asset_class,ticker,source_doc
195f2454df66,Donald Trump,trump_278t_2025_08_19_a,11,DANVILLE VA SCH 2022 B1E GUAR CR ENH 4.00 % Duo Sop 1. 2025,purchase,2025-01-29,2025-08-19,50001.0,100000.0,other,,trump_278t_2025_08_19_a.pdf
a0149732e608,Donald Trump,trump_278t_2025_08_19_a,419,PENNSYLVANIA ST COMMN TPK REV SERB 8/E 5.00 % Duo Doc 1. 2025,purchase,2025-05-15,2025-08-19,50001.0,100000.0,other,,trump_278t_2025_08_19_a.pdf
93090dfe6647,Donald Trump,trump_278t_2025_08_19_a,417,OHIO ST HSG FIN AGY RESDNTL MTG REV SER ABIE 5.00 % Duo Mar 1. 2026,purchase,2025-05-05,2025-08-19,500001.0,1000000.0,other,,trump_278t_2025_08_19_a.pdf
cdf7a2f945b6,Donald Trump,trump_278t_2025_08_19_a,415,"RTH CHARLESTON SC LTD OBLIG TAX INCRMT PLG 2024 REV B1E 5.00 % Duo Oct 1, 2025",purchase,2025-05-05,2025-08-19,100001.0,250000.0,other,,trump_278t_2025_08_19_a.pdf
e30d26a00ccd,Donald Trump,trump_278t_2025_08_19_a,413,"MUNSTER IN SCH BLDG CORP AD VALOREM PPTYTAX 1ST MTG REV B1E 5.00 % Duo Jan 15, 2026",purchase,2025-05-05,2025-08-19,50001.0,100000.0,equity,,trump_278t_2025_08_19_a.pdf
8d51f35d8d0a,Donald Trump,trump_278t_2025_08_19_a,402,"CHARLOTTE MECKLENBURG HOSP AUTH NC HC SYS REV RFOG CAROLINAS HCA B1E 5.00 % Duo Jan 15, 2026",purchase,2025-05-05,2025-08-19,50001.0,100000.0,other,,trump_278t_2025_08_19_a.pdf
2080eb3d75a6,Donald Trump,trump_278t_2025_08_19_a,401,BUFFALO MN TAX ABATEMT UTIL RFOG 2023 B DB BIE 5.00 % Duo Fob 1. 2026,purchase,2025-05-05,2025-08-19,50001.0,100000.0,other,,trump_278t_2025_08_19_a.pdf
877c23017e3e,Donald Trump,trump_278t_2025_08_19_a,398,COMMONWEALTH FING A 5% DUE ON 06/01/28,purchase,2025-04-11,2025-08-19,1001.0,15000.0,other,,trump_278t_2025_08_19_a.pdf
076ac2fea190,Donald Trump,trump_278t_2025_08_19_a,396,"NEW HAMPSHIRE ST HSG FIN AUTH SNGL FAM MTG REV ACQ 2023A B1E GUAR GNMA 3.00 % Due Jul 1, 2028",purchase,2025-04-08,2025-08-19,50001.0,100000.0,other,,trump_278t_2025_08_19_a.pdf
4eba427791bf,Donald Trump,trump_278t_2025_08_19_a,394,I IOWA CITY IA BIE 3.00 % Duo Jun 1 . 2029,purchase,2025-04-08,2025-08-19,15001.0,50000.0,other,,trump_278t_2025_08_19_a.pdf
5f4cf84a2675,Donald Trump,trump_278t_2025_08_19_a,393,GEORGETOWN TX COMB TAX & REV CTF OBLIG 2021 DB B1E 4.00 % Duo Aua 15. 2029,purchase,2025-04-08,2025-08-19,15001.0,50000.0,other,,trump_278t_2025_08_19_a.pdf
e73f69faea37,Donald Trump,trump_278t_2025_08_19_a,390,CINCINNATI OH VARIOUS PURP IMPT DB BIE 4.00 % Duo Doc 1. 2031,purchase,2025-04-18,2025-08-19,100001.0,250000.0,other,,trump_278t_2025_08_19_a.pdf
9af163fbe946,Donald Trump,trump_278t_2025_08_19_a,389,CENTRAL WA UNIV SYS REV RFOG AGM CR 010 11ll98.994 3.45% 3.375 % Duo May 1. 2031,purchase,2025-04-08,2025-08-19,15001.0,50000.0,other,,trump_278t_2025_08_19_a.pdf
e5546c7e9949,Donald Trump,trump_278t_2025_08_19_a,387,"NEVADA ST HWY IMPT A REV BIE 4.00 % Duo Doc 1, 2031",purchase,2025-04-17,2025-08-19,15001.0,50000.0,other,,trump_278t_2025_08_19_a.pdf
3488025dabb4,Donald Trump,trump_278t_2025_08_19_a,385,"PLAINFIELD IN CMNTY HIGH SCH BLDG 1ST MTG SER A REV BIE ST INTRCPT PTC 4.00 % Duo Jan 15, 2031",purchase,2025-04-14,2025-08-19,15001.0,50000.0,other,,trump_278t_2025_08_19_a.pdf
73da6427d706,Donald Trump,trump_278t_2025_08_19_a,380,RALEIGH NC COMB ENTRPRS SYS REV COMB SER A B1E 4.00 % Duo Doc 1. 2034,purchase,2025-04-03,2025-08-19,50001.0,100000.0,other,,trump_278t_2025_08_19_a.pdf
8ed37fff5c37,Donald Trump,trump_278t_2025_08_19_a,378,KIRTLAND Ml CMNTY CLLG DIST CLLG FAC BIE B/Q 4.00 % Duo Mav 1. 2032,purchase,2025-04-03,2025-08-19,100001.0,250000.0,other,,trump_278t_2025_08_19_a.pdf
162f6ec138bd,Donald Trump,trump_278t_2025_08_19_a,375,ALBUQUERQUE NM TRANSN INFRA GROSS RCPTS TAX IMPT REV BIE PTC 4.00 % Duo Jul 1. 2031,purchase,2025-04-03,2025-08-19,15001.0,50000.0,other,,trump_278t_2025_08_19_a.pdf
0ef9afdb6f2b,Donald Trump,trump_278t_2025_08_19_a,371,"MISSOURI ST HSG DEV COMM SNGL FAM MTG REV SER C B1E GTD GNMA 3.75 % Duo May 1, 2032",purchase,2025-03-27,2025-08-19,100001.0,250000.0,other,,trump_278t_2025_08_19_a.pdf
89bff6b34021,Donald Trump,trump_278t_2025_08_19_a,370,"MISSOURI ST HSG DEV COMM SNGL FAM MTG REV SER C BIE GTD GNMA 3.70 % Duo Nov 1, 2031",purchase,2025-03-27,2025-08-19,100001.0,250000.0,other,,trump_278t_2025_08_19_a.pdf
631e6729c82e,Donald Trump,trump_278t_2025_08_19_a,368,"MARYLAND ST OPT TRANSN CONS TRANSN REV BIE 3.00 % Duo Nov 1, 2028",purchase,2025-03-27,2025-08-19,100001.0,250000.0,other,,trump_278t_2025_08_19_a.pdf
d6a4a22fba60,Donald Trump,trump_278t_2025_08_19_a,367,"HAWKEYE CMNTY CLLG IA SCH 2025 BIE 4.00 % Duo Jun 1, 2029",purchase,2025-03-27,2025-08-19,100001.0,250000.0,other,,trump_278t_2025_08_19_a.pdf
927d38a4e326,Donald Trump,trump_278t_2025_08_19_a,366,STERLING HEIGHTS Ml CAP IMPT BIE 4.00 % Duo Aor 1. 2029,purchase,2025-03-21,2025-08-19,,,other,,trump_278t_2025_08_19_a.pdf
2f04a209acab,Donald Trump,trump_278t_2025_08_19_a,340,HOUSTON TEX INDPT S 5% DUE ON 09/15129,purchase,2025-03-11,2025-08-19,,,other,,trump_278t_2025_08_19_a.pdf
0e34b1f2e95a,Donald Trump,trump_278t_2025_08_19_a,420,PHILADELPHIA PA GAS WKS REV 1998GENL ORDINANCE 15TH 8/E 5.00 % Duo A-on 1. 2026,purchase,2025-05-11,2025-08-19,100001.0,250000.0,other,,trump_278t_2025_08_19_a.pdf
e52ce3f06ba6,Donald Trump,trump_278t_2025_08_19_a,421,RACINE WI RFOG SERB 8/E 4.00 % Duo Doc 1. 2025,purchase,2025-05-15,2025-08-19,50001.0,100000.0,other,,trump_278t_2025_08_19_a.pdf
e5887c4527d5,Donald Trump,trump_278t_2025_08_19_a,429,JEA FLA ELEC SYS REV SUB REV 5.0000% 10/01 /26,purchase,2025-05-16,2025-08-19,500001.0,1000000.0,other,,trump_278t_2025_08_19_a.pdf
952109515ca5,Donald Trump,trump_278t_2025_08_19_a,434,"COLORADO SPRINGS co UTIL REV RFOG SYS SER A 2 8/E 5.00 % Duo Nov 15, 2025",purchase,2025-05-16,2025-08-19,,100000.0,other,,trump_278t_2025_08_19_a.pdf
c1fe9b08c7b3,Donald Trump,trump_278t_2025_08_19_b,2004,PLAINFIELD IN CMNTY HIGH SCH BLOG CORP MTG REV 8/E ST INTRCPT PTC 3.00 % Due Jul 15,purchase,2025-07-08,2025-08-19,15001.0,50000.0,equity,,trump_278t_2025_08_19_b.pdf
2da6409e0ceb,Donald Trump,trump_278t_2025_08_19_a,506,MElROPOLITAN GOVT NASHVILLE 5.0000% 07/01129,purchase,2025-06-13,2025-08-19,500001.0,1000000.0,other,,trump_278t_2025_08_19_a.pdf
439c1a0452e4,Donald Trump,trump_278t_2025_08_19_a,503,"KENTUCKY ST PPTY & BLDGS COMMN REV PJ 108 SER ABIE PTC 5.00 % Duo Aun 1, 2028",purchase,2025-01-21,2025-08-19,50001.0,100000.0,other,,trump_278t_2025_08_19_a.pdf
91d3557ae3f1,Donald Trump,trump_278t_2025_08_19_a,502,WELLBORN SPL UTIL DIST TX WlR SYS REV BAMBIE B/Q 3.50 % Duo Jul 15. 2026,purchase,2025-06-12,2025-08-19,50001.0,100000.0,other,,trump_278t_2025_08_19_a.pdf
f17bd072994d,Donald Trump,trump_278t_2025_08_19_a,501,"FLORIDA INS ASSIST INTERLOCAL AGY FL INS ASSMT REV SER A 1 BIE 5.00 % Duo Soo 1, 2026",purchase,2025-06-12,2025-08-19,250001.0,500000.0,other,,trump_278t_2025_08_19_a.pdf
fe0b80a581f0,Donald Trump,trump_278t_2025_08_19_a,486,LOWER COLO RIV AUTH TEX REV 5.0000% 05/15/28,purchase,2025-06-11,2025-08-19,500001.0,1000000.0,other,,trump_278t_2025_08_19_a.pdf
ec68ccba8b44,Donald Trump,trump_278t_2025_08_19_a,485,CENTRAL PLAINS ENERGY PROJ N 5.0000% 08/01/30,purchase,2025-06-11,2025-08-19,500001.0,1000000.0,other,,trump_278t_2025_08_19_a.pdf
15515994b6d4,Donald Trump,trump_278t_2025_08_19_a,469,PEFA INC IOWA GAS PROJ REV B 5.0000% 09/01/49,purchase,2025-06-05,2025-08-19,500001.0,1000000.0,equity,,trump_278t_2025_08_19_a.pdf
886e0d6d2cfd,Donald Trump,trump_278t_2025_08_19_a,468,COLORADO HEALTH FACS AUTH RE 5.0000% 11/15/60,purchase,2025-06-05,2025-08-19,,,other,,trump_278t_2025_08_19_a.pdf
f253fd6890fb,Donald Trump,trump_278t_2025_08_19_a,467,NEW YORK NY CITY HSG DEV CO 3.7500% 05/01/65,purchase,2025-06-05,2025-08-19,500001.0,1000000.0,other,,trump_278t_2025_08_19_a.pdf
cf9e09c3e75f,Donald Trump,trump_278t_2025_08_19_a,466,"MILL CREEK IN CMNTY SCH BLDG AD VALOREM PPTY TAX 1ST MTG REV 8/E 8/Q 5.00 % Duo Jan 15, 2026",purchase,2025-06-04,2025-08-19,100001.0,250000.0,other,,trump_278t_2025_08_19_a.pdf
87d81fd8067c,Donald Trump,trump_278t_2025_08_19_a,317,TULSAOKSERAB/E4.00 % Duo Jan 1.~,purchase,2025-01-31,2025-08-19,,,other,,trump_278t_2025_08_19_a.pdf
5c68bdd243af,Donald Trump,trump_278t_2025_08_19_a,465,"KENTUCKY INC KY PUB ENERGY AUTH GAS SPLY REV SER A 8/E 4.00 % Duo Doc 1, 2050",purchase,2025-06-03,2025-08-19,50001.0,100000.0,equity,KFFB,trump_278t_2025_08_19_a.pdf
dc1b31d4a694,Donald Trump,trump_278t_2025_08_19_a,460,NEW YORK NY GO BOS FISCAL 5.0000% 08/01/29,purchase,2025-06-02,2025-08-19,500001.0,1.00000010000125e+18,other,,trump_278t_2025_08_19_a.pdf
179d671c5539,Donald Trump,trump_278t_2025_08_19_a,459,GREATER CLARK BLDG 5% DUE ON 07/15/39,purchase,2025-05-30,2025-08-19,500001.0,1000000.0,other,,trump_278t_2025_08_19_a.pdf
ef5d5055274b,Donald Trump,trump_278t_2025_08_19_a,455,CHICAGO ILL O HA 5.25% DUE ON 01/01/53,purchase,2025-05-28,2025-08-19,500001.0,1000000.0,other,,trump_278t_2025_08_19_a.pdf
e3d5db501029,Donald Trump,trump_278t_2025_08_19_a,454,NEW HAMPSHIRE HEALT 5% DUE ON 08/01/55,purchase,2025-05-27,2025-08-19,500001.0,1000000.0,other,,trump_278t_2025_08_19_a.pdf
75adbbed6360,Donald Trump,trump_278t_2025_08_19_a,452,KANSAS ST DEPT TRANSN HWY RE 5.0000%,purchase,2025-05-22,2025-08-19,500001.0,1.0000005000011e+19,other,,trump_278t_2025_08_19_a.pdf
37250a8601c2,Donald Trump,trump_278t_2025_08_19_a,451,CONNECTICUT ST HEALTH & EDL 5.0000% 07/01/64,purchase,2025-05-19,2025-08-19,500001.0,1000000.0,other,,trump_278t_2025_08_19_a.pdf
e80a0e762af3,Donald Trump,trump_278t_2025_08_19_a,446,UNIVERSITY CO ENTRPRS SYS REV SER A 8/E 5.00 % Duo Jun 1. 2026,purchase,2025-05-16,2025-08-19,100001.0,250000.0,other,,trump_278t_2025_08_19_a.pdf
c6c2ce59d8b3,Donald Trump,trump_278t_2025_08_19_a,445,TEXAS WOMANS UNIV REV FING SYS SER A 8/E 5.00 % Duo Jul 1. 2025,purchase,2025-05-16,2025-08-19,15001.0,50000.0,other,,trump_278t_2025_08_19_a.pdf
97d3d36d8f65,Donald Trump,trump_278t_2025_08_19_a,440,"NEWARK HIGH ED FIN CORP 1X ED REV THE HUGHEN CTR INC 2021 A 8/E PSF GTD 4.00 % Due Aug 15, 2025",purchase,2025-05-16,2025-08-19,100001.0,250000.0,equity,,trump_278t_2025_08_19_a.pdf
9b3074b7f9ac,Donald Trump,trump_278t_2025_08_19_a,438,"KNOXVILLE TN CMNTY DEV CORP MLTIFAM REV COLL HSG WILLOW PJ 8/E 3.75 % Duo Doc 1, 2027",purchase,2025-05-16,2025-08-19,50001.0,100000.0,equity,,trump_278t_2025_08_19_a.pdf
8dbdbaea41d9,Donald Trump,trump_278t_2025_08_19_a,435,CUYAHOGA OH MET HSG AUTH MLTIFAM HSG REV WADE PK LP 8/E 4.75 % Duo Doc 1. 2027,purchase,2025-05-11,2025-08-19,100001.0,250000.0,other,,trump_278t_2025_08_19_a.pdf
1cdce1ecee6c,Donald Trump,trump_278t_2025_08_19_a,463,"I TEMPLE TX NT 8/E 4.00 % Duo Aua 1, 2026",purchase,2025-06-02,2025-08-19,50001.0,100000.0,other,,trump_278t_2025_08_19_a.pdf
007cc6dc0651,Donald Trump,trump_278t_2025_08_19_a,311,NEWYORKN Y CITYT 5% DUE ON 11/01/501,purchase,2025-03-13,2025-08-19,500001.0,1000000.0,other,,trump_278t_2025_08_19_a.pdf
f1729aa40815,Donald Trump,trump_278t_2025_08_19_a,384,ERIE CO CTF PARTN REV BIE 010 11ll97.499 3.7% 3.50 % Duo Nov 1. 2031,purchase,2025-04-11,2025-08-19,100001.0,250000.0,other,,trump_278t_2025_08_19_a.pdf
1a6cfff9a360,Donald Trump,trump_278t_2025_08_19_a,284,"ARIZONA ST TRANSN BRO EXCISE TAX REV BIE 5.00 % Duo Jul 1, 2025",purchase,2025-03-12,2025-08-19,100001.0,250000.0,other,,trump_278t_2025_08_19_a.pdf
225261a6df44,Donald Trump,trump_278t_2025_08_19_a,180,"WARREN CNlY KY BRO ED 8/E 5.00 % Duo Dec 1, 2025",purchase,2025-02-24,2025-08-19,250001.0,500000.0,other,,trump_278t_2025_08_19_a.pdf
0cb5d227f105,Donald Trump,trump_278t_2025_08_19_a,178,"MIAMI DADE CNlY FL PUB FACS REV RFOG JACKSON HLTH SYS SER A 8/E 5.00 % Due Jun 1, 2025",purchase,2025-02-24,2025-08-19,100001.0,250000.0,other,,trump_278t_2025_08_19_a.pdf
af485847614e,Donald Trump,trump_278t_2025_08_19_a,174,"IOWA CENT CMNlY CLLG DORM RFOG MERGED AREA V REV 8/E 8/Q 3.00 % Duo Jun 1, 2025",purchase,2025-01-24,2025-08-19,100001.0,250000.0,other,,trump_278t_2025_08_19_a.pdf
6428cbc11a7a,Donald Trump,trump_278t_2025_08_19_a,169,"BLACK BELT ENERGY GAS DIST AL GAS PREPAY REV PJ 4 SER A 1 8/E VAR 4.00 % Duo Doc 1, 2049",purchase,2025-02-24,2025-08-19,250001.0,500000.0,other,,trump_278t_2025_08_19_a.pdf
313445292897,Donald Trump,trump_278t_2025_08_19_a,167,AIR PRODUCTS ANO 4.85%34 DUE 02/08/341,purchase,2025-01-24,2025-08-19,500001.0,1000.0,other,,trump_278t_2025_08_19_a.pdf
74117e02ccb5,Donald Trump,trump_278t_2025_08_19_a,165,"TEXAS ST UNIV SYS FING RFOG SER A REV 8/E PTC 5.00 % Duo Mar 15, 2026",purchase,2025-01-21,2025-08-19,15001.0,50000.0,other,,trump_278t_2025_08_19_a.pdf
69f29c49d3f2,Donald Trump,trump_278t_2025_08_19_a,164,"PORT ARANSAS TX COMB TAX LTD PLG REV CTF OBLIG 2025 OB 8/E 8/Q 5.00 % Duo Fob 1, 2026",purchase,2025-01-21,2025-08-19,250001.0,500000.0,other,,trump_278t_2025_08_19_a.pdf
440ebc730c18,Donald Trump,trump_278t_2025_08_19_a,161,"METROPOLITAN ATLANTA RAPID TRAN AUTH GA SALES REV RFOG NPFG 8/E 525 % Due Jul 1, 2025",purchase,2025-01-21,2025-08-19,250001.0,500000.0,other,,trump_278t_2025_08_19_a.pdf
76e7d0c9c084,Donald Trump,trump_278t_2025_08_19_a,307,"HUTCHINSON KS SERAB/E4.00 % Duo Oct 1, 2032",purchase,2025-03-13,2025-08-19,50001.0,100000.0,other,,trump_278t_2025_08_19_a.pdf
90c382608cc9,Donald Trump,trump_278t_2025_08_19_a,159,"HARRIS CNlY TX MUD 105 RFOG 2019 8/E CR ENH 3.00 % Duo Mar 1, 2026",purchase,2025-01-21,2025-08-19,500001.0,1000.0,other,,trump_278t_2025_08_19_a.pdf
e35098716fbf,Donald Trump,trump_278t_2025_08_19_a,156,CHATTANOOGA TENN HE 5% DUE ON 12/01/34,purchase,2025-02-21,2025-08-19,,,other,,trump_278t_2025_08_19_a.pdf
9e04f947c69e,Donald Trump,trump_278t_2025_08_19_a,182,"CENTRAL PLAINS ENERGY PJ NE GAS SPPLY REV RFOG 8/E 4.00 % Duo Doc 1, 2049",purchase,2025-01-25,2025-08-19,250001.0,500000.0,other,,trump_278t_2025_08_19_a.pdf
e30c6dbb917c,Donald Trump,trump_278t_2025_08_19_a,152,TEXAS TRANSN COMMN 5%40TPK TRAN DUE 08/1S/40XTRO,purchase,2025-02-20,2025-08-19,500001.0,1000.0,other,,trump_278t_2025_08_19_a.pdf
dd7d431fe1eb,Donald Trump,trump_278t_2025_08_19_a,140,HARRIS CN1YTEXMET5% DUE ON 11/01/26,purchase,2025-02-20,2025-08-19,500001.0,,other,,trump_278t_2025_08_19_a.pdf
0e2533d5bfbe,Donald Trump,trump_278t_2025_08_19_a,133,RTH SPENCER CNlY 5% DUE ON 07/15131,purchase,2025-02-19,2025-08-19,500001.0,1000000.0,other,,trump_278t_2025_08_19_a.pdf
19fd867170b1,Donald Trump,trump_278t_2025_08_19_a,132,I LIBERTY NY DEV 5.25% 10/01/35,purchase,2025-02-19,2025-08-19,500001.0,1000000.0,other,,trump_278t_2025_08_19_a.pdf
02195ba1681a,Donald Trump,trump_278t_2025_08_19_a,79,"ARLINGTON TX HIGH ED FIN CORP UPLIFT ED SER A REV 8/E PSF GTD 5.00 % Duo Doc 1, 2025",purchase,2025-02-10,2025-08-19,100001.0,250000.0,equity,,trump_278t_2025_08_19_a.pdf
f4b8b31fd1df,Donald Trump,trump_278t_2025_08_19_a,77,WISCONSIN ST HLTH & EFA REV ADVOCATE AURORA HLTHCARE SER C 3 B1E 5.00 % Duo Auo 15. 2054,purchase,2025-02-06,2025-08-19,50001.0,100000.0,other,,trump_278t_2025_08_19_a.pdf
6cfeb99f4572,Donald Trump,trump_278t_2025_08_19_a,67,HAMILTON STHESTRN IN SCHS SER ABIE ST INTRCPT 5.00 % Duo Jun 30. 2025,purchase,2025-02-06,2025-08-19,50001.0,100000.0,other,,trump_278t_2025_08_19_a.pdf
508bcc4adda9,Donald Trump,trump_278t_2025_08_19_a,66,GREATER CLEVELAND OH REGL TRAN AUTH SALES TAX RFOG Cl REV B1E 5.00 % Duo Doc 1. 2029,purchase,2025-02-06,2025-08-19,50001.0,100000.0,other,,trump_278t_2025_08_19_a.pdf
bc98fe6bdf7f,Donald Trump,trump_278t_2025_08_19_a,65,"DISTRICT COLUMBIA HSG FIN AGY MLTIFAM HSG REV FAJRCLIFF PLAZA BIE PTC 5.00 % Duo Doc 1, 2026",purchase,2025-02-06,2025-08-19,50001.0,100000.0,other,,trump_278t_2025_08_19_a.pdf
9dfc9e7418e1,Donald Trump,trump_278t_2025_08_19_a,31,"SHARONVILLE OH SPL OBLIG REV 8/E 4.00 % Due Doc 1, 2025",purchase,2025-03-01,2025-08-19,100001.0,25000050.0011,other,,trump_278t_2025_08_19_a.pdf
5929926730a8,Donald Trump,trump_278t_2025_08_19_a,28,"LOWER AL GAS DIST GAS GAS DIST PJ 2 REV 8/E 4.00 % Duo Doc 1, 2050",purchase,2025-01-30,2025-08-19,,,other,,trump_278t_2025_08_19_a.pdf
6aab14c84336,Donald Trump,trump_278t_2025_08_19_a,13,"GRANO RAPIDS Ml PUO SCHS SCH BLDG & SITE RFOG AGM BIE 5.00 % Duo May 1, 2041",purchase,2025-01-29,2025-08-19,50001.0,100000.0,other,,trump_278t_2025_08_19_a.pdf
60b51eaf245e,Donald Trump,trump_278t_2025_08_19_a,151,TEXAS TRANSN COMMN 5% DUE ON 08/15/40,purchase,2025-02-20,2025-08-19,500001.0,1000000.0,other,,trump_278t_2025_08_19_a.pdf
dbcd7b02097e,Donald Trump,trump_278t_2025_08_19_a,183,"GREATER CLARK BLOG CORP IN 1ST MTG SERB REV 8/E ST INTRCPT 6.00 % Duo Jan 15, 2026",purchase,2025-01-25,2025-08-19,250001.0,500000.0,equity,,trump_278t_2025_08_19_a.pdf
a2803ec0611e,Donald Trump,trump_278t_2025_08_19_a,160,"LAFAYETTE LA COMMNS SYS REV RFOG AGM 8/E 5.00 % Due Nov 1, 2025",purchase,2025-02-21,2025-08-19,1000001.0,5000000.0,other,,trump_278t_2025_08_19_a.pdf
86157d1e3eaf,Donald Trump,trump_278t_2025_08_19_a,192,PENNSYLVANIA ST TPK 5% DUE ON 12/01/43,purchase,2025-02-27,2025-08-19,,,other,,trump_278t_2025_08_19_a.pdf
d88253cbe890,Donald Trump,trump_278t_2025_08_19_a,282,"NEW ORLEANS LA SEW SVC REV 8/E PTC 5.00 % Duo Jun 1, 2028",purchase,2025-03-11,2025-08-19,15001.0,50000.0,other,,trump_278t_2025_08_19_a.pdf
3b948200d359,Donald Trump,trump_278t_2025_08_19_a,188,"I META PLATFORMS, 4.75%34 DUE 08/15/34",purchase,2025-02-26,2025-08-19,250001.0,500000.0,equity,META,trump_278t_2025_08_19_a.pdf
0e404e3bb47c,Donald Trump,trump_278t_2025_08_19_a,279,"GREATER ATTLEBORO TAUNTON REGL TRAN AUTH MA REV ANTIC NT 8/E BIO 4.00 % Due Auo 15, 2025",purchase,2025-03-11,2025-08-19,250001.0,500000.0,other,,trump_278t_2025_08_19_a.pdf
31241521e3d0,Donald Trump,trump_278t_2025_08_19_a,269,"PLEASANT HILLS BORO PA 2025 8/E BIO 5.00 % Due"""""" 1, 2025",purchase,2025-03-10,2025-08-19,50001.0,100000.0,other,,trump_278t_2025_08_19_a.pdf
9696c8317bda,Donald Trump,trump_278t_2025_08_19_a,262,"CUYAHOGA OH MET HSG AUTH MLTIFAM HSG REV WADE PK LP 8/E 4.75 % Duo Doc 1, 2027",purchase,2025-03-10,2025-08-19,100001.0,250000.0,other,,trump_278t_2025_08_19_a.pdf
219dc02dd4c8,Donald Trump,trump_278t_2025_08_19_a,253,OAK CREEK-FRANKLIN 4% DUE ON 04/01/28,purchase,2025-03-06,2025-08-19,500001.0,1000000.0,other,,trump_278t_2025_08_19_a.pdf
f8d428c53d42,Donald Trump,trump_278t_2025_08_19_a,252,MONROEVILLE PA FIN 5% DUE ON 05/15/32,purchase,2025-03-06,2025-08-19,500001.0,1000000.0,other,,trump_278t_2025_08_19_a.pdf
df032ac339b6,Donald Trump,trump_278t_2025_08_19_a,249,KENTUCKY ST PPTY & 5% DUE ON 04/01/37,purchase,2025-03-06,2025-08-19,500001.0,1000.0,other,,trump_278t_2025_08_19_a.pdf
7540d33dceee,Donald Trump,trump_278t_2025_08_19_a,247,RACINE WIS UNI SCH 5% DUE ON 04/01/30,purchase,2025-03-05,2025-08-19,,,other,,trump_278t_2025_08_19_a.pdf
aca01941b77a,Donald Trump,trump_278t_2025_08_19_a,243,MISSOURI ST HEALTH 4% DUE ON 04/01/45,purchase,2025-03-05,2025-08-19,500001.0,1.00000010000125e+29,other,,trump_278t_2025_08_19_a.pdf
92d4e6ad5e5d,Donald Trump,trump_278t_2025_08_19_a,233,MARYLAND ST HEALTH 5% DUE ON 10/01/43,purchase,2025-03-04,2025-08-19,500001.0,1000000.0,other,,trump_278t_2025_08_19_a.pdf
c1aed8243404,Donald Trump,trump_278t_2025_08_19_a,228,"KENTUCKY INC KY PUB ENERGY AUTH GAS SPLY REV SER A 8/E 4.00 % Due Dec 1, 2050",purchase,2025-03-04,2025-08-19,100001.0,250000.0,equity,KFFB,trump_278t_2025_08_19_a.pdf
d7f73125df92,Donald Trump,trump_278t_2025_08_19_a,281,"MT VERNON IN SCH BLDG CORP 1ST MTG REV 8/EST INTRCPT5.00 % Due Jan 15,2026",purchase,2025-03-11,2025-08-19,250001.0,500000.0,equity,,trump_278t_2025_08_19_a.pdf
facd782f0a06,Donald Trump,trump_278t_2025_08_19_a,226,"DALLAS TX HSG FIN CORP MULTI FAM HSG REV POSITANOAPTS LLC 8/E 5.00 % Duo Sop 1, 2026",purchase,2025-03-04,2025-08-19,15001.0,50000.0,equity,,trump_278t_2025_08_19_a.pdf
ec58047237ac,Donald Trump,trump_278t_2025_08_19_a,227,"DISTRICT COLUMBIA HSG FIN AGY MLTIFAM HSG REV FAIRCLIFF PLAZA 8/E PTC 5.00 % Duo Doc 1, 2026",purchase,2025-03-04,2025-08-19,100001.0,250000.0,other,,trump_278t_2025_08_19_a.pdf
f98fc3c27413,Donald Trump,trump_278t_2025_08_19_a,200,"JACKSONVILLE FL TRANSN AUTH LOC OPT GAS TAX REV SR LIEN 8/E 5.00 % Duo 4·- 1, 2036",purchase,2025-02-28,2025-08-19,250001.0,500000.0,other,,trump_278t_2025_08_19_a.pdf
34152e594156,Donald Trump,trump_278t_2025_08_19_a,205,NEW MEXICO ST HOSP EQUIP LN COUNCIL HOSP REV SYS SER A 8/E PTC 5.00 % Duo Auo 1. 2028,purchase,2025-02-28,2025-08-19,,,other,,trump_278t_2025_08_19_a.pdf
007db01d1fb9,Donald Trump,trump_278t_2025_08_19_a,210,"TWIN LAKES IN SCH BLDG CORP 1ST MTG REV 8/E ST INTRCPT 5.00 % Duo Jul 15, 2025",purchase,2025-02-02,2025-08-19,250001.0,500000.0,equity,,trump_278t_2025_08_19_a.pdf
6759fc3e7428,Donald Trump,trump_278t_2025_08_19_a,214,"ANKENY IA SER A 8/E 5.00 % Duo Jun 1, 2025",purchase,2025-03-13,2025-08-19,,,other,,trump_278t_2025_08_19_a.pdf
5d3ace8f6054,Donald Trump,trump_278t_2025_08_19_a,196,CUYAHOGA OH MET HSG AUTH MLTIFAM HSG REV WADE PK LP 8/E 4.75 % Duo Doc 1. 2027,purchase,2025-02-28,2025-08-19,100001.0,250000.0,other,,trump_278t_2025_08_19_a.pdf
a51be218983f,Donald Trump,trump_278t_2025_08_19_a,220,"OKLAHOMA TRANSN AUTH OK F KA OK ST TPK AUTH 2ND SR REV SER A 8/E 5.00 % Duo Jan 1, 2038",purchase,2025-03-03,2025-08-19,250001.0,500000.0,other,,trump_278t_2025_08_19_a.pdf
e56c83ab457d,Donald Trump,trump_278t_2025_08_19_a,221,"PENNSYLVANIA ECON DEV FING AUTH UPMC REV UNIV PITTSBURGH MED CTR A 8/E 5.00 % Due Aor 15, 2026",purchase,2025-03-03,2025-08-19,100001.0,250000.0,other,,trump_278t_2025_08_19_a.pdf
